"Win","Date","Team","Opponent","ScoreOff","ScoreDef","Home"
1,2017-10-14,"West Virginia","Texas Tech",46,35,1
1,2017-10-21,"West Virginia","Baylor (TX)",38,36,0
0,2017-10-28,"West Virginia","Oklahoma St.",39,50,1
1,2017-11-04,"West Virginia","Iowa St.",20,16,1
1,2017-11-11,"West Virginia","Kansas St.",28,23,0
0,2017-11-18,"West Virginia","Texas",14,28,1
0,2017-11-25,"West Virginia","Oklahoma",31,59,0
0,2017-12-26,"West Virginia","Utah",14,30,1
1,2017-09-02,"Illinois","Ball St. (IN)",24,21,1
1,2017-09-09,"Illinois","Western Kentucky",20,7,1
0,2017-09-15,"Illinois","South Florida",23,47,0
0,2017-09-29,"Illinois","Nebraska",6,28,1
0,2017-10-07,"Illinois","Iowa",16,45,0
0,2017-10-14,"Illinois","Rutgers (NJ)",24,35,1
0,2017-10-21,"Illinois","Minnesota",17,24,0
0,2017-10-28,"Illinois","Wisconsin",10,24,1
0,2017-11-04,"Illinois","Purdue (IN)",10,29,0
0,2017-11-11,"Illinois","Indiana",14,24,1
0,2017-11-18,"Illinois","Ohio St.",14,52,0
0,2017-11-25,"Illinois","Northwestern (IL)",7,42,1
0,2017-08-31,"Indiana","Ohio St.",21,49,1
1,2017-09-09,"Indiana","Virginia",34,17,0
1,2017-09-23,"Indiana","Georgia Southern",52,17,1
0,2017-09-30,"Indiana","Penn St.",14,45,0
1,2017-10-07,"Indiana","Charleston Southern (SC)",27,0,1
0,2017-10-14,"Indiana","Michigan",20,27,1
0,2017-10-21,"Indiana","Michigan St.",9,17,0
0,2017-10-28,"Indiana","Maryland",39,42,0
0,2017-11-04,"Indiana","Wisconsin",17,45,1
1,2017-11-11,"Indiana","Illinois",24,14,0
1,2017-11-18,"Indiana","Rutgers (NJ)",41,0,1
0,2017-11-25,"Indiana","Purdue (IN)",24,31,0
1,2017-09-02,"Iowa","Wyoming",24,3,1
1,2017-09-09,"Iowa","Iowa St.",44,41,0
1,2017-09-16,"Iowa","North Texas",31,14,1
0,2017-09-23,"Iowa","Penn St.",19,21,1
0,2017-09-30,"Iowa","Michigan St.",10,17,0
1,2017-10-07,"Iowa","Illinois",45,16,1
0,2017-10-21,"Iowa","Northwestern (IL)",10,17,0
1,2017-10-28,"Iowa","Minnesota",17,10,1
1,2017-11-04,"Iowa","Ohio St.",55,24,1
0,2017-11-11,"Iowa","Wisconsin",14,38,0
0,2017-11-18,"Iowa","Purdue (IN)",15,24,1
1,2017-11-24,"Iowa","Nebraska",56,14,0
1,2017-12-27,"Iowa","Boston College (MA)",27,20,1
1,2017-09-02,"Michigan","Florida",33,17,1
1,2017-09-09,"Michigan","Cincinnati (OH)",36,14,1
1,2017-09-16,"Michigan","Air Force (CO)",29,13,1
1,2017-09-23,"Michigan","Purdue (IN)",28,10,0
0,2017-10-07,"Michigan","Michigan St.",10,14,1
1,2017-10-14,"Michigan","Indiana",27,20,0
0,2017-10-21,"Michigan","Penn St.",13,42,0
1,2017-10-28,"Michigan","Rutgers (NJ)",35,14,1
1,2017-11-04,"Michigan","Minnesota",33,10,1
1,2017-11-11,"Michigan","Maryland",35,10,0
0,2017-11-18,"Michigan","Wisconsin",10,24,0
0,2017-11-25,"Michigan","Ohio St.",20,31,1
0,2017-01-01,"Michigan","South Carolina",19,26,1
1,2017-09-02,"Maryland","Texas",51,41,0
1,2017-09-09,"Maryland","Towson (MD)",63,17,1
0,2017-09-23,"Maryland","Central Florida",10,38,1
1,2017-09-30,"Maryland","Minnesota",31,24,0
0,2017-10-07,"Maryland","Ohio St.",14,62,0
0,2017-10-14,"Maryland","Northwestern (IL)",21,37,1
0,2017-10-21,"Maryland","Wisconsin",13,38,0
1,2017-10-28,"Maryland","Indiana",42,39,1
0,2017-11-04,"Maryland","Rutgers (NJ)",24,31,0
0,2017-11-11,"Maryland","Michigan",10,35,1
0,2017-11-18,"Maryland","Michigan St.",7,17,0
0,2017-11-25,"Maryland","Penn St.",3,66,1
1,2017-09-02,"Michigan St.","Bowling Green (OH)",35,10,1
1,2017-09-09,"Michigan St.","Western Michigan",28,14,1
0,2017-09-23,"Michigan St.","Notre Dame (IN)",18,38,1
1,2017-09-30,"Michigan St.","Iowa",17,10,1
1,2017-10-07,"Michigan St.","Michigan",14,10,0
1,2017-10-14,"Michigan St.","Minnesota",30,27,0
1,2017-10-21,"Michigan St.","Indiana",17,9,1
0,2017-10-28,"Michigan St.","Northwestern (IL)",31,39,0
1,2017-11-04,"Michigan St.","Penn St.",27,24,1
0,2017-11-11,"Michigan St.","Ohio St.",3,48,0
1,2017-11-18,"Michigan St.","Maryland",17,7,1
1,2017-11-25,"Michigan St.","Rutgers (NJ)",40,7,0
1,2017-12-28,"Michigan St.","Washington St.",42,17,1
0,2017-09-02,"North Carolina","California",30,35,1
0,2017-09-09,"North Carolina","Louisville (KY)",35,47,1
1,2017-09-16,"North Carolina","Old Dominion (VA)",53,23,0
0,2017-09-23,"North Carolina","Duke (NC)",17,27,1
0,2017-09-30,"North Carolina","Georgia Tech",7,33,0
0,2017-10-07,"North Carolina","Notre Dame (IN)",10,33,1
0,2017-10-14,"North Carolina","Virginia",14,20,1
0,2017-10-21,"North Carolina","Virginia Tech",7,59,0
0,2017-10-28,"North Carolina","Miami (FL)",19,24,1
1,2017-11-09,"North Carolina","Pittsburgh (PA)",34,31,0
1,2017-11-18,"North Carolina","Western Carolina (NC)",65,10,1
0,2017-11-25,"North Carolina","North Carolina St.",21,33,0
1,2017-08-31,"Ohio St.","Indiana",49,21,0
0,2017-09-09,"Ohio St.","Oklahoma",16,31,1
1,2017-09-16,"Ohio St.","Army (NY)",38,7,1
1,2017-09-23,"Ohio St.","Nevada-Las Vegas",54,21,1
1,2017-09-30,"Ohio St.","Rutgers (NJ)",56,0,0
1,2017-10-07,"Ohio St.","Maryland",62,14,1
1,2017-10-14,"Ohio St.","Nebraska",56,14,0
1,2017-10-28,"Ohio St.","Penn St.",39,38,1
0,2017-11-04,"Ohio St.","Iowa",24,55,0
1,2017-11-11,"Ohio St.","Michigan St.",48,3,1
1,2017-11-18,"Ohio St.","Illinois",52,14,1
1,2017-11-25,"Ohio St.","Michigan",31,20,0
1,2017-12-02,"Ohio St.","Wisconsin",27,21,1
1,2017-12-29,"Ohio St.","Southern California",24,7,1
1,2017-09-02,"Penn St.","Akron (OH)",52,0,1
1,2017-09-09,"Penn St.","Pittsburgh (PA)",33,14,1
1,2017-09-16,"Penn St.","Georgia St.",56,0,1
1,2017-09-23,"Penn St.","Iowa",21,19,0
1,2017-09-30,"Penn St.","Indiana",45,14,1
1,2017-10-07,"Penn St.","Northwestern (IL)",31,7,0
1,2017-10-21,"Penn St.","Michigan",42,13,1
0,2017-10-28,"Penn St.","Ohio St.",38,39,0
0,2017-11-04,"Penn St.","Michigan St.",24,27,0
1,2017-11-11,"Penn St.","Rutgers (NJ)",35,6,1
1,2017-11-18,"Penn St.","Nebraska",56,44,1
1,2017-11-25,"Penn St.","Maryland",66,3,0
1,2017-12-30,"Penn St.","Washington",35,28,1
1,2017-09-02,"Nebraska","Arkansas St.",43,36,1
0,2017-09-09,"Nebraska","Oregon",35,42,0
0,2017-09-16,"Nebraska","Northern Illinois",17,21,1
1,2017-09-23,"Nebraska","Rutgers (NJ)",27,17,1
1,2017-09-29,"Nebraska","Illinois",28,6,0
0,2017-10-07,"Nebraska","Wisconsin",17,38,1
0,2017-10-14,"Nebraska","Ohio St.",14,56,1
1,2017-10-28,"Nebraska","Purdue (IN)",25,24,0
0,2017-11-04,"Nebraska","Northwestern (IL)",24,31,1
0,2017-11-11,"Nebraska","Minnesota",21,54,0
0,2017-11-18,"Nebraska","Penn St.",44,56,0
0,2017-11-24,"Nebraska","Iowa",14,56,1
1,2017-08-31,"Minnesota","Buffalo (NY)",17,7,1
1,2017-09-09,"Minnesota","Oregon St.",48,14,0
1,2017-09-16,"Minnesota","Middle Tennessee St.",34,3,1
0,2017-09-30,"Minnesota","Maryland",24,31,1
0,2017-10-07,"Minnesota","Purdue (IN)",17,31,0
0,2017-10-14,"Minnesota","Michigan St.",27,30,1
1,2017-10-21,"Minnesota","Illinois",24,17,1
0,2017-10-28,"Minnesota","Iowa",10,17,0
0,2017-11-04,"Minnesota","Michigan",10,33,0
1,2017-11-11,"Minnesota","Nebraska",54,21,1
0,2017-11-18,"Minnesota","Northwestern (IL)",0,39,0
0,2017-11-25,"Minnesota","Wisconsin",0,31,1
1,2017-09-02,"Northwestern (IL)","Nevada",31,20,1
0,2017-09-09,"Northwestern (IL)","Duke (NC)",17,41,0
1,2017-09-16,"Northwestern (IL)","Bowling Green (OH)",49,7,1
0,2017-09-30,"Northwestern (IL)","Wisconsin",24,33,0
0,2017-10-07,"Northwestern (IL)","Penn St.",7,31,1
1,2017-10-14,"Northwestern (IL)","Maryland",37,21,0
1,2017-10-21,"Northwestern (IL)","Iowa",17,10,1
1,2017-10-28,"Northwestern (IL)","Michigan St.",39,31,1
1,2017-11-04,"Northwestern (IL)","Nebraska",31,24,0
1,2017-11-11,"Northwestern (IL)","Purdue (IN)",23,13,1
1,2017-11-18,"Northwestern (IL)","Minnesota",39,0,1
1,2017-11-25,"Northwestern (IL)","Illinois",42,7,0
1,2017-12-29,"Northwestern (IL)","Kentucky",24,23,1
0,2017-09-02,"Purdue (IN)","Louisville (KY)",28,35,1
1,2017-09-08,"Purdue (IN)","Ohio",44,21,1
1,2017-09-16,"Purdue (IN)","Missouri",35,3,0
0,2017-09-23,"Purdue (IN)","Michigan",10,28,1
1,2017-10-07,"Purdue (IN)","Minnesota",31,17,1
0,2017-10-14,"Purdue (IN)","Wisconsin",9,17,0
0,2017-10-21,"Purdue (IN)","Rutgers (NJ)",12,14,0
0,2017-10-28,"Purdue (IN)","Nebraska",24,25,1
1,2017-11-04,"Purdue (IN)","Illinois",29,10,1
0,2017-11-11,"Purdue (IN)","Northwestern (IL)",13,23,0
1,2017-11-18,"Purdue (IN)","Iowa",24,15,0
1,2017-11-25,"Purdue (IN)","Indiana",31,24,1
1,2017-12-27,"Purdue (IN)","Arizona",38,35,1
0,2017-09-01,"Rutgers (NJ)","Washington",14,30,1
0,2017-09-09,"Rutgers (NJ)","Eastern Michigan",13,16,1
1,2017-09-16,"Rutgers (NJ)","Morgan St. (MD)",65,0,1
0,2017-09-23,"Rutgers (NJ)","Nebraska",17,27,0
0,2017-09-30,"Rutgers (NJ)","Ohio St.",0,56,1
1,2017-10-14,"Rutgers (NJ)","Illinois",35,24,0
1,2017-10-21,"Rutgers (NJ)","Purdue (IN)",14,12,1
0,2017-10-28,"Rutgers (NJ)","Michigan",14,35,0
1,2017-11-04,"Rutgers (NJ)","Maryland",31,24,1
0,2017-11-11,"Rutgers (NJ)","Penn St.",6,35,0
0,2017-11-18,"Rutgers (NJ)","Indiana",0,41,0
0,2017-11-25,"Rutgers (NJ)","Michigan St.",7,40,1
0,2017-09-01,"Florida Atlantic","Navy (MD)",19,42,1
0,2017-09-09,"Florida Atlantic","Wisconsin",14,31,0
1,2017-09-16,"Florida Atlantic","Bethune-Cookman (FL)",45,0,1
0,2017-09-23,"Florida Atlantic","Buffalo (NY)",31,34,0
1,2017-09-30,"Florida Atlantic","Middle Tennessee St.",38,20,1
1,2017-10-07,"Florida Atlantic","Old Dominion (VA)",58,28,0
1,2017-10-21,"Florida Atlantic","North Texas",69,31,1
1,2017-10-28,"Florida Atlantic","Western Kentucky",42,28,0
1,2017-11-03,"Florida Atlantic","Marshall (WV)",30,25,1
1,2017-11-11,"Florida Atlantic","Louisiana Tech",48,23,0
1,2017-11-18,"Florida Atlantic","Florida International",52,24,1
1,2017-11-25,"Florida Atlantic","North Carolina-Charlotte",31,12,0
1,2017-12-02,"Florida Atlantic","North Texas",41,17,1
1,2017-12-19,"Florida Atlantic","Akron (OH)",50,3,1
0,2017-09-01,"North Carolina-Charlotte","Eastern Michigan",7,24,0
0,2017-09-09,"North Carolina-Charlotte","Kansas St.",7,55,0
0,2017-09-16,"North Carolina-Charlotte","North Carolina A&T",31,35,1
0,2017-09-23,"North Carolina-Charlotte","Georgia St.",0,28,1
0,2017-09-30,"North Carolina-Charlotte","Florida International",29,30,0
0,2017-10-07,"North Carolina-Charlotte","Marshall (WV)",3,14,1
0,2017-10-14,"North Carolina-Charlotte","Western Kentucky",14,45,0
1,2017-10-21,"North Carolina-Charlotte","Alabama-Birmingham",25,24,1
0,2017-11-04,"North Carolina-Charlotte","Old Dominion (VA)",0,6,0
0,2017-11-11,"North Carolina-Charlotte","Middle Tennessee St.",21,35,1
0,2017-11-18,"North Carolina-Charlotte","Southern Mississippi",21,66,0
0,2017-11-25,"North Carolina-Charlotte","Florida Atlantic",12,31,1
0,2017-08-31,"Florida International","Central Florida",17,61,0
1,2017-09-08,"Florida International","Alcorn St. (MS)",17,10,1
1,2017-09-23,"Florida International","Rice (TX)",13,7,0
1,2017-09-30,"Florida International","North Carolina-Charlotte",30,29,1
0,2017-10-07,"Florida International","Middle Tennessee St.",17,37,0
1,2017-10-14,"Florida International","Tulane (LA)",23,10,1
1,2017-10-28,"Florida International","Marshall (WV)",41,30,0
1,2017-11-04,"Florida International","Texas-San Antonio",14,7,1
0,2017-11-11,"Florida International","Old Dominion (VA)",30,37,1
0,2017-11-18,"Florida International","Florida Atlantic",24,52,0
1,2017-11-24,"Florida International","Western Kentucky",41,17,1
1,2017-12-02,"Florida International","Massachusetts",63,45,1
0,2017-12-21,"Florida International","Temple (PA)",3,28,1
1,2017-09-02,"Marshall (WV)","Miami (OH)",31,26,1
0,2017-09-09,"Marshall (WV)","North Carolina St.",20,37,0
1,2017-09-16,"Marshall (WV)","Kent St. (OH)",21,0,1
1,2017-09-30,"Marshall (WV)","Cincinnati (OH)",38,21,0
1,2017-10-07,"Marshall (WV)","North Carolina-Charlotte",14,3,0
1,2017-10-14,"Marshall (WV)","Old Dominion (VA)",35,3,1
1,2017-10-20,"Marshall (WV)","Middle Tennessee St.",38,10,0
0,2017-10-28,"Marshall (WV)","Florida International",30,41,1
0,2017-11-03,"Marshall (WV)","Florida Atlantic",25,30,0
1,2017-11-11,"Marshall (WV)","Western Kentucky",30,23,1
0,2017-11-18,"Marshall (WV)","Texas-San Antonio",7,9,0
0,2017-11-25,"Marshall (WV)","Southern Mississippi",27,28,1
1,2017-12-16,"Marshall (WV)","Colorado St.",31,28,1
1,2017-09-02,"Louisiana Tech","Northwestern St. (LA)",52,24,1
0,2017-09-09,"Louisiana Tech","Mississippi St.",21,57,1
1,2017-09-16,"Louisiana Tech","Western Kentucky",23,22,0
0,2017-09-23,"Louisiana Tech","South Carolina",16,17,0
1,2017-09-30,"Louisiana Tech","South Alabama",34,16,1
0,2017-10-07,"Louisiana Tech","Alabama-Birmingham",22,23,0
0,2017-10-21,"Louisiana Tech","Southern Mississippi",27,34,1
1,2017-10-28,"Louisiana Tech","Rice (TX)",42,28,0
0,2017-11-04,"Louisiana Tech","North Texas",23,24,1
0,2017-11-11,"Louisiana Tech","Florida Atlantic",23,48,1
1,2017-11-18,"Louisiana Tech","Texas-El Paso",42,21,0
1,2017-11-25,"Louisiana Tech","Texas-San Antonio",20,6,1
1,2017-12-20,"Louisiana Tech","Southern Methodist (TX)",51,10,1
0,2017-09-02,"Middle Tennessee St.","Vanderbilt (TN)",6,28,1
1,2017-09-09,"Middle Tennessee St.","Syracuse (NY)",30,23,0
0,2017-09-16,"Middle Tennessee St.","Minnesota",3,34,0
1,2017-09-23,"Middle Tennessee St.","Bowling Green (OH)",24,13,1
0,2017-09-30,"Middle Tennessee St.","Florida Atlantic",20,38,0
1,2017-10-07,"Middle Tennessee St.","Florida International",37,17,1
0,2017-10-14,"Middle Tennessee St.","Alabama-Birmingham",23,25,0
0,2017-10-20,"Middle Tennessee St.","Marshall (WV)",10,38,1
1,2017-11-04,"Middle Tennessee St.","Texas-El Paso",30,3,1
1,2017-11-11,"Middle Tennessee St.","North Carolina-Charlotte",35,21,0
0,2017-11-17,"Middle Tennessee St.","Western Kentucky",38,41,0
1,2017-11-25,"Middle Tennessee St.","Old Dominion (VA)",41,10,1
1,2017-12-16,"Middle Tennessee St.","Arkansas St.",35,30,1
1,2017-09-02,"Old Dominion (VA)","SUNY-Albany (NY)",31,17,1
1,2017-09-09,"Old Dominion (VA)","Massachusetts",17,7,0
0,2017-09-16,"Old Dominion (VA)","North Carolina",23,53,1
0,2017-09-23,"Old Dominion (VA)","Virginia Tech",0,38,0
0,2017-10-07,"Old Dominion (VA)","Florida Atlantic",28,58,1
0,2017-10-14,"Old Dominion (VA)","Marshall (WV)",3,35,0
0,2017-10-20,"Old Dominion (VA)","Western Kentucky",31,35,1
0,2017-10-28,"Old Dominion (VA)","North Texas",38,45,0
1,2017-11-04,"Old Dominion (VA)","North Carolina-Charlotte",6,0,1
1,2017-11-11,"Old Dominion (VA)","Florida International",37,30,0
1,2017-11-18,"Old Dominion (VA)","Rice (TX)",24,21,1
0,2017-11-25,"Old Dominion (VA)","Middle Tennessee St.",10,41,0
0,2017-08-26,"Rice (TX)","Stanford (CA)",7,62,1
1,2017-09-09,"Rice (TX)","Texas-El Paso",31,14,0
0,2017-09-16,"Rice (TX)","Houston (TX)",3,38,0
0,2017-09-23,"Rice (TX)","Florida International",7,13,1
0,2017-09-30,"Rice (TX)","Pittsburgh (PA)",10,42,0
0,2017-10-07,"Rice (TX)","Army (NY)",12,49,1
0,2017-10-21,"Rice (TX)","Texas-San Antonio",7,20,0
0,2017-10-28,"Rice (TX)","Louisiana Tech",28,42,1
0,2017-11-04,"Rice (TX)","Alabama-Birmingham",21,52,0
0,2017-11-11,"Rice (TX)","Southern Mississippi",34,43,1
0,2017-11-18,"Rice (TX)","Old Dominion (VA)",21,24,0
0,2017-11-25,"Rice (TX)","North Texas",14,30,1
0,2017-09-02,"Texas-El Paso","Oklahoma",7,56,0
0,2017-09-09,"Texas-El Paso","Rice (TX)",14,31,1
0,2017-09-15,"Texas-El Paso","Arizona",16,63,1
0,2017-09-23,"Texas-El Paso","New Mexico St.",14,41,0
0,2017-09-30,"Texas-El Paso","Army (NY)",21,35,0
0,2017-10-07,"Texas-El Paso","Western Kentucky",14,15,1
0,2017-10-14,"Texas-El Paso","Southern Mississippi",0,24,0
0,2017-10-28,"Texas-El Paso","Texas-San Antonio",14,31,1
0,2017-11-04,"Texas-El Paso","Middle Tennessee St.",3,30,0
0,2017-11-11,"Texas-El Paso","North Texas",10,45,0
0,2017-11-18,"Texas-El Paso","Louisiana Tech",21,42,1
0,2017-11-25,"Texas-El Paso","Alabama-Birmingham",7,28,0
1,2017-09-09,"Texas-San Antonio","Baylor (TX)",17,10,0
1,2017-09-16,"Texas-San Antonio","Southern (LA)",51,17,1
1,2017-09-23,"Texas-San Antonio","Texas St.",44,14,0
0,2017-10-07,"Texas-San Antonio","Southern Mississippi",29,31,1
0,2017-10-14,"Texas-San Antonio","North Texas",26,29,0
1,2017-10-21,"Texas-San Antonio","Rice (TX)",20,7,1
1,2017-10-28,"Texas-San Antonio","Texas-El Paso",31,14,0
0,2017-11-04,"Texas-San Antonio","Florida International",7,14,0
0,2017-11-11,"Texas-San Antonio","Alabama-Birmingham",19,24,1
1,2017-11-18,"Texas-San Antonio","Marshall (WV)",9,7,1
0,2017-11-25,"Texas-San Antonio","Louisiana Tech",6,20,0
1,2017-09-02,"Western Kentucky","Eastern Kentucky",31,17,1
0,2017-09-09,"Western Kentucky","Illinois",7,20,0
0,2017-09-16,"Western Kentucky","Louisiana Tech",22,23,1
1,2017-09-23,"Western Kentucky","Ball St. (IN)",33,21,1
1,2017-10-07,"Western Kentucky","Texas-El Paso",15,14,0
1,2017-10-14,"Western Kentucky","North Carolina-Charlotte",45,14,1
1,2017-10-20,"Western Kentucky","Old Dominion (VA)",35,31,0
0,2017-10-28,"Western Kentucky","Florida Atlantic",28,42,1
0,2017-11-04,"Western Kentucky","Vanderbilt (TN)",17,31,0
0,2017-11-11,"Western Kentucky","Marshall (WV)",23,30,0
1,2017-11-17,"Western Kentucky","Middle Tennessee St.",41,38,1
0,2017-11-24,"Western Kentucky","Florida International",17,41,0
0,2017-12-16,"Western Kentucky","Georgia St.",17,27,1
1,2017-08-26,"Brigham Young (UT)","Portland St. (OR)",20,6,1
0,2017-09-02,"Brigham Young (UT)","Louisiana St.",0,27,1
0,2017-09-09,"Brigham Young (UT)","Utah",13,19,1
0,2017-09-16,"Brigham Young (UT)","Wisconsin",6,40,1
0,2017-09-29,"Brigham Young (UT)","Utah St.",24,40,0
0,2017-10-06,"Brigham Young (UT)","Boise St. (ID)",7,24,1
0,2017-10-14,"Brigham Young (UT)","Mississippi St.",10,35,0
0,2017-10-21,"Brigham Young (UT)","East Carolina (NC)",17,33,0
1,2017-10-28,"Brigham Young (UT)","San Jose St. (CA)",41,20,1
0,2017-11-04,"Brigham Young (UT)","Fresno St. (CA)",13,20,0
1,2017-11-10,"Brigham Young (UT)","Nevada-Las Vegas",31,21,0
0,2017-11-18,"Brigham Young (UT)","Massachusetts",10,16,1
1,2017-11-25,"Brigham Young (UT)","Hawaii",30,20,0
1,2017-09-01,"Army (NY)","Fordham (NY)",64,6,1
1,2017-09-09,"Army (NY)","Buffalo (NY)",21,17,1
0,2017-09-16,"Army (NY)","Ohio St.",7,38,0
0,2017-09-23,"Army (NY)","Tulane (LA)",17,21,0
1,2017-09-30,"Army (NY)","Texas-El Paso",35,21,1
1,2017-10-07,"Army (NY)","Rice (TX)",49,12,0
1,2017-10-14,"Army (NY)","Eastern Michigan",28,27,1
1,2017-10-21,"Army (NY)","Temple (PA)",31,28,1
1,2017-11-04,"Army (NY)","Air Force (CO)",21,0,0
1,2017-11-11,"Army (NY)","Duke (NC)",21,16,1
0,2017-11-18,"Army (NY)","North Texas",49,52,0
1,2017-12-09,"Army (NY)","Navy (MD)",14,13,1
1,2017-12-23,"Army (NY)","San Diego St. (CA)",42,35,1
1,2017-09-01,"Wisconsin","Utah St.",59,10,1
1,2017-09-09,"Wisconsin","Florida Atlantic",31,14,1
1,2017-09-16,"Wisconsin","Brigham Young (UT)",40,6,0
1,2017-09-30,"Wisconsin","Northwestern (IL)",33,24,1
1,2017-10-07,"Wisconsin","Nebraska",38,17,0
1,2017-10-14,"Wisconsin","Purdue (IN)",17,9,1
1,2017-10-21,"Wisconsin","Maryland",38,13,1
1,2017-10-28,"Wisconsin","Illinois",24,10,0
1,2017-11-04,"Wisconsin","Indiana",45,17,0
1,2017-11-11,"Wisconsin","Iowa",38,14,1
1,2017-11-18,"Wisconsin","Michigan",24,10,1
1,2017-11-25,"Wisconsin","Minnesota",31,0,0
0,2017-12-02,"Wisconsin","Ohio St.",21,27,1
1,2017-12-30,"Wisconsin","Miami (FL)",34,24,0
1,2017-09-02,"Notre Dame (IN)","Temple (PA)",49,16,1
0,2017-09-09,"Notre Dame (IN)","Georgia",19,20,1
1,2017-09-16,"Notre Dame (IN)","Boston College (MA)",49,20,0
1,2017-09-23,"Notre Dame (IN)","Michigan St.",38,18,0
1,2017-09-30,"Notre Dame (IN)","Miami (OH)",52,17,1
1,2017-10-07,"Notre Dame (IN)","North Carolina",33,10,0
1,2017-10-21,"Notre Dame (IN)","Southern California",49,14,1
1,2017-10-28,"Notre Dame (IN)","North Carolina St.",35,14,1
1,2017-11-04,"Notre Dame (IN)","Wake Forest (NC)",48,37,1
0,2017-11-11,"Notre Dame (IN)","Miami (FL)",8,41,0
1,2017-11-18,"Notre Dame (IN)","Navy (MD)",24,17,1
0,2017-11-25,"Notre Dame (IN)","Stanford (CA)",20,38,0
1,2017-01-01,"Notre Dame (IN)","Louisiana St.",21,17,1
0,2017-09-02,"Akron (OH)","Penn St.",0,52,0
1,2017-09-09,"Akron (OH)","Arkansas-Pine Bluff",52,3,1
0,2017-09-16,"Akron (OH)","Iowa St.",14,41,1
0,2017-09-23,"Akron (OH)","Troy (AL)",17,22,0
1,2017-09-30,"Akron (OH)","Bowling Green (OH)",34,23,0
1,2017-10-07,"Akron (OH)","Ball St. (IN)",31,3,1
1,2017-10-15,"Akron (OH)","Western Michigan",14,13,0
0,2017-10-21,"Akron (OH)","Toledo (OH)",21,48,0
1,2017-10-28,"Akron (OH)","Buffalo (NY)",21,20,1
0,2017-11-07,"Akron (OH)","Miami (OH)",14,24,0
1,2017-11-14,"Akron (OH)","Ohio",37,34,1
1,2017-11-21,"Akron (OH)","Kent St. (OH)",24,14,1
0,2017-12-02,"Akron (OH)","Toledo (OH)",28,45,1
0,2017-12-19,"Akron (OH)","Florida Atlantic",3,50,0
1,2017-09-02,"North Texas","Lamar (TX)",59,14,1
0,2017-09-09,"North Texas","Southern Methodist (TX)",32,54,0
0,2017-09-16,"North Texas","Iowa",14,31,0
1,2017-09-23,"North Texas","Alabama-Birmingham",46,43,1
1,2017-09-30,"North Texas","Southern Mississippi",43,28,0
1,2017-10-14,"North Texas","Texas-San Antonio",29,26,1
0,2017-10-21,"North Texas","Florida Atlantic",31,69,0
1,2017-10-28,"North Texas","Old Dominion (VA)",45,38,1
1,2017-11-04,"North Texas","Louisiana Tech",24,23,0
1,2017-11-11,"North Texas","Texas-El Paso",45,10,1
1,2017-11-18,"North Texas","Army (NY)",52,49,1
1,2017-11-25,"North Texas","Rice (TX)",30,14,0
0,2017-12-02,"North Texas","Florida Atlantic",17,41,0
0,2017-12-16,"North Texas","Troy (AL)",30,50,1
0,2017-09-02,"Southern Mississippi","Kentucky",17,24,1
1,2017-09-09,"Southern Mississippi","Southern (LA)",45,0,1
1,2017-09-16,"Southern Mississippi","Louisiana-Monroe",28,17,0
0,2017-09-30,"Southern Mississippi","North Texas",28,43,1
1,2017-10-07,"Southern Mississippi","Texas-San Antonio",31,29,0
1,2017-10-14,"Southern Mississippi","Texas-El Paso",24,0,1
1,2017-10-21,"Southern Mississippi","Louisiana Tech",34,27,0
0,2017-10-28,"Southern Mississippi","Alabama-Birmingham",12,30,1
0,2017-11-04,"Southern Mississippi","Tennessee",10,24,0
1,2017-11-11,"Southern Mississippi","Rice (TX)",43,34,0
1,2017-11-18,"Southern Mississippi","North Carolina-Charlotte",66,21,1
1,2017-11-25,"Southern Mississippi","Marshall (WV)",28,27,0
0,2017-12-27,"Southern Mississippi","Florida St.",13,42,1
1,2017-09-02,"Alabama-Birmingham","Alabama A&M",38,7,1
0,2017-09-09,"Alabama-Birmingham","Ball St. (IN)",31,51,0
0,2017-09-23,"Alabama-Birmingham","North Texas",43,46,0
1,2017-10-07,"Alabama-Birmingham","Louisiana Tech",23,22,1
1,2017-10-14,"Alabama-Birmingham","Middle Tennessee St.",25,23,1
0,2017-10-21,"Alabama-Birmingham","North Carolina-Charlotte",24,25,0
1,2017-10-28,"Alabama-Birmingham","Southern Mississippi",30,12,0
1,2017-11-04,"Alabama-Birmingham","Rice (TX)",52,21,1
1,2017-11-11,"Alabama-Birmingham","Texas-San Antonio",24,19,0
0,2017-11-18,"Alabama-Birmingham","Florida",7,36,0
1,2017-11-25,"Alabama-Birmingham","Texas-El Paso",28,7,1
0,2017-12-22,"Alabama-Birmingham","Ohio",6,41,1
0,2017-08-31,"Buffalo (NY)","Minnesota",7,17,0
0,2017-09-09,"Buffalo (NY)","Army (NY)",17,21,0
1,2017-09-16,"Buffalo (NY)","Colgate (NY)",33,10,1
1,2017-09-23,"Buffalo (NY)","Florida Atlantic",34,31,1
1,2017-09-30,"Buffalo (NY)","Kent St. (OH)",27,13,0
0,2017-10-07,"Buffalo (NY)","Western Michigan",68,71,1
0,2017-10-14,"Buffalo (NY)","Northern Illinois",13,14,1
0,2017-10-21,"Buffalo (NY)","Miami (OH)",14,24,0
0,2017-10-28,"Buffalo (NY)","Akron (OH)",20,21,0
1,2017-11-07,"Buffalo (NY)","Bowling Green (OH)",38,28,1
